aprāsya	Sanskrit-derived
aprīta	Sanskrit-derived
aprētana	Sanskrit-derived
aphāṭa	
aphuṭa	Sanskrit-derived
aphauṭa	
abaddha	Sanskrit
ambara	Sanskrit
ambā	Sanskrit
ambāra	
ambāḷikā	Sanskrit-derived
ambikā	Sanskrit
abīra	
ambīḷa	Sanskrit-derived
ambuṭa	Sanskrit-derived
ambulā	
ambulēm	
ambulēpaṇa	
ambēdēsa	Sanskrit-derived
abōṭa	
abōṭī	Sanskrit-derived,Kannada
abōlaṇa	Sanskrit-derived,Prakrit
abōlaṇēm	Sanskrit-derived,Prakrit
abōlā	Sanskrit-derived,Prakrit
ambōlī	
ambraphaḷa	Sanskrit-derived
ambha	Sanskrit-derived
abhaēdānī	Sanskrit-derived
abhakhā	Sanskrit-derived
abhaṅga	Sanskrit-derived
abhaṅgarēkhā	Sanskrit
abhadra	Sanskrit
abhayaṅkara	Sanskrit-derived
abhayē	Sanskrit-derived
abhayēkōṭha	Sanskrit-derived
abhayēdānī	Sanskrit-derived
abhara	
abharaṃvasā	
abhāra	Sanskrit-derived
abhāva	Sanskrit
abhāḷa	Sanskrit-derived
abhicāra	Sanskrit
abhicāraka	Sanskrit
abhijātya	Sanskrit-derived
abhidhāna	Sanskrit
abhinavaṇē	Sanskrit-derived
abhinnava	Sanskrit-derived
abhinnavaṇē	
abhiprāō	Sanskrit-derived
abhiprēta	Sanskrit
abhibhavaṇē	Sanskrit-derived
abhimantraṇē	Sanskrit-derived
abhimāna	Sanskrit
abhimāniyēm	Sanskrit-derived
abhimānī	Sanskrit-derived
abhimukha	Sanskrit
abhiyōga	Sanskrit
abhirāma	Sanskrit
abhilākha	Sanskrit-derived
abhilākhaṇē	Sanskrit-derived
abhivandaṇē	Sanskrit-derived
abhiśāpa	Sanskrit-derived
abhiśēṣa	Sanskrit-derived
abhiśrāpa	Sanskrit-derived
abhiṣēkaṇē	Sanskrit-derived
abhisēka	Sanskrit-derived
abhiḷākhaṇē	Sanskrit-derived
abhiḷākhī	Sanskrit-derived
abhiḷāśa	Sanskrit-derived
abhiḷāsaṇē	Sanskrit-derived
abhūṭa	Sanskrit-derived
abhōktī	Sanskrit-derived
abhōgatēm	Sanskrit-derived
ambhōja	Sanskrit
abhōḷa	
abhyaṅga	Sanskrit
abhyantarila	Sanskrit-derived
abhyarthaṇē	Sanskrit-derived
abhyāgata	Sanskrit
abhyāntara	Sanskrit-derived
abhyāsa	Sanskrit-derived
abhyāsaṇē	Sanskrit-derived
abhraṇa	Sanskrit-derived
abhritasnāna	Sanskrit-derived
amaca	Sanskrit-derived
amaraōḷī	Sanskrit-derived
amarī	Sanskrit
amarōḷī	Sanskrit-derived
amardaka	
amarṣa	Sanskrit
amaḷatraya	Sanskrit-derived
amā	Sanskrit
amitya	Sanskrit-derived
amuka	Sanskrit-derived
amutra	Sanskrit
amuriva	
amūpa	Sanskrit-derived
amṛta	Sanskrit-derived
amṛtakara	Sanskrit
amṛtakaḷā	Sanskrit-derived
amṛtaphaḷa	Sanskrit-derived
amṛtavarikhaṇī	Sanskrit-derived
amṛtavēḷa	Sanskrit-derived
amṛtasarvā	Sanskrit-derived
amēdhya	Sanskrit
amēya	Sanskrit
amōgha	Sanskrit
amōcaka	Sanskrit
amōḍa	Sanskrit-derived
amōḍha	Sanskrit-derived
amōlā	
amnāya	Sanskrit-derived
ayagata	Sanskrit-derived
ayanā	Persian
ayaskānta	Sanskrit
ayā	
ayācagrāsīyā	Sanskrit-derived
ayuta	Sanskrit
araṅga	Sanskrit
araḍāṇē	Sanskrit-derived
araṇa	Sanskrit-derived
araṇī	
araṇī	Sanskrit-derived
arabaṭa	Kannada
arambaḷaṇē	Kannada
arabhaka	Sanskrit-derived
arala	Kannada
araḷa	Sanskrit-derived
arighara	
arijhaḍapaṭakā	Sanskrit-derived
aritēm	Sanskrit-derived
arirāya	Sanskrit-derived
arirāyaurasalla	Sanskrit-derived
arivēga	Sanskrit-derived
ariṣṭa	Sanskrit
arisēm	Sanskrit-derived
aruāra	Sanskrit-derived
aruca	Sanskrit-derived
arucī	Sanskrit-derived
aruḍhaṇē	Sanskrit-derived
aruṇa	Sanskrit
aruta	
aruvāra	
arupapaṇa	Sanskrit-derived
arē	Sanskrit
arē	
arōgaṇē	
arōcaka	Sanskrit-derived
arōdha	Sanskrit
arōpaṇa	Sanskrit-derived
arautēm	
arka	Sanskrit
arghapādyā	Sanskrit-derived
arghya	Sanskrit
arcaṇē	Sanskrit-derived
arcamārga	Sanskrit-derived
arci	Sanskrit
arcirāmārga	Sanskrit-derived
arjaṇē	Sanskrit-derived
arjavaṇē	Sanskrit-derived
arjuna	Sanskrit
artalōpartulō	
artha	Sanskrit-derived
artha	Sanskrit-derived
artha	Sanskrit-derived
arthaṇē	Sanskrit-derived
arthim	Sanskrit-derived
arddha	Sanskrit-derived
ardhakūpa	
ardhapaṭa	Sanskrit-derived
ardhamātṛkā	Sanskrit
ardhamātrā	Sanskrit
ardhāsana	Sanskrit-derived
ardhōdaka	Sanskrit-derived
ardhōdaya	Sanskrit-derived
arpaṇē	Sanskrit-derived
arbuja	Sanskrit-derived
arbhaka	Sanskrit-derived
aryamā	Sanskrit-derived
arvācika	Sanskrit-derived
arvācīna	Sanskrit
arha	Sanskrit-derived
aṟhām	
alaṅkaraṇē	Sanskrit-derived
alaṅkāra	Sanskrit
alaga	Sanskrit-derived
alaṅga	
alagaṭa	
alaṅgaṇē	Sanskrit-derived
alagabhavarī	
alajula	
alaṇavāha	Sanskrit-derived
alaṇī	Sanskrit-derived
alandēm	Sanskrit-derived
alāḍa	
aliuḷa	Sanskrit-derived
aliṅga	Sanskrit
alēkha	Sanskrit-derived
alēkhaṇa	Sanskrit-derived
alōṭa	
alōṭatā	
alōṇī	Sanskrit-derived
alōlika	Sanskrit-derived
alōhita	Sanskrit-derived
alōhitapaṇa	Sanskrit-derived
alaulika	
alpaka	Sanskrit
alpasatā	Sanskrit-derived
alpita	Sanskrit-derived
alhēm	
avakaṇa	Sanskrit-derived
avakara	Sanskrit-derived
avakaḷā	Sanskrit-derived
avakāra	Sanskrit-derived
avakāśa	Sanskrit-derived
avakāḷa	Sanskrit-derived
avakāḷapāṇī	Sanskrit-derived
avakāḷavaṇīya	Sanskrit-derived
avakriēm	
avakriya	Sanskrit-derived
avagaṇī	Sanskrit-derived
avagaṇē	Sanskrit-derived
avagataṇēm	Sanskrit-derived
avagatī	Sanskrit-derived
avagamaṇē	Sanskrit-derived
avagaḷaṇē	
avagaḷā	
avagāḷaṇē	
avagāḷā	
avagāhana	Sanskrit
avagrahaṇa	Sanskrit-derived
avagrahaṇa	Sanskrit
avagha	Sanskrit-derived
avaghaḍa	Sanskrit-derived
avaghaḍaṇē	Sanskrit-derived
avaghaḍavāṇēm	Sanskrit-derived
avaghaḍā	Sanskrit-derived
avacaṭa	Kannada
avacaṭā	Kannada
avacaṭēm	Kannada
avacita	Kannada
avacchā	Sanskrit-derived
avachēdaka	Sanskrit-derived
avachēdaṇē	Sanskrit-derived
avajatana	Sanskrit-derived
avajasa	Sanskrit-derived
avajhā	Sanskrit-derived
avaṭaḷaṇē	Sanskrit-derived
avaḍaḷa	
avantaṇēm	Sanskrit-derived
avataraṇa	Sanskrit-derived
avataraṇē	Sanskrit-derived
avataraviṇē	Sanskrit-derived
avatāra	Sanskrit
avatraṇa	Sanskrit-derived
avatraṇē	Sanskrit-derived
avadaśā	Sanskrit-derived
avandā	Persian
avadāna	Sanskrit
avadisa	Sanskrit-derived
avadhātu	Sanskrit-derived
avadhāna	Sanskrit
avadhāraṇē	Sanskrit-derived
avadhi	Sanskrit-derived
avadhuta	Sanskrit
avabōdha	Sanskrit
avabhṛta	Sanskrit
avayava	Sanskrit
avayaviyā	Sanskrit-derived
avara	Sanskrit
avaraṇē	Sanskrit-derived
avaradarsya	
avaradṛsya	Sanskrit-derived
avara-para	Sanskrit
avaravidyā	Sanskrit
avarikhaṇēm	Sanskrit-derived
avarōdhī	
avalaṇē	Sanskrit-derived
avalambaṇē	Sanskrit-derived
avalīḷa	Sanskrit-derived
avalīḷā	Sanskrit-derived
avalōka	Sanskrit
avalōkanarūpa	Sanskrit
avalhāvō	Sanskrit-derived
avaśvara	Sanskrit-derived
avaṣṭambha	Sanskrit
aṃvasa	Sanskrit-derived
avasara	Sanskrit-derived
avasariṇī	Sanskrit-derived
avasarī	Sanskrit-derived
avasarī	Sanskrit-derived
